GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
12866,ZCTA5 12866,16302,510,3.3,1.4,3.6,1.1,8.7,1.6,8,1.4,8.9,1.6,18.6,2.3,13,1.9,18.2,1.9,8.1,1.1,9.7,1.6,74025,2582,102120,5860,26,(X),(X),(X),(X),(X),9060,366,1.3,0.9,0.7,0.5,4.9,1.9,4.7,1.5,8.4,2.2,17.2,2.7,14.1,2.6,22.3,2.8,12.3,2,14.1,2.5,97622,7069,129285,9658,(X),(X),24.7,(X),(X),(X),7401,399,0.1,0.1,0.3,0.4,3.4,1.8,3.9,1.3,7.9,2.3,16,2.8,12.9,2.4,25.2,3.3,13.9,2.5,16.4,2.7,108794,4210,N,N,(X),(X),(X),(X),(X),(X),7242,495,6,2.9,7.4,2.5,13.4,3,12.4,2.4,10.1,2.6,19.8,3.7,12.3,3.2,11.9,2.8,3.1,1.5,3.5,1.5,50607,4479,65711,5505,(X),(X),(X),(X),25.6,(X)
12870,ZCTA5 12870,424,89,4.5,5.1,5,4,15.3,8.4,18.2,8.7,7.8,5.6,21.7,13.3,14.4,13.9,6.4,4.6,5.9,4.3,0.9,1.6,46667,26888,60561,9336,37.3,(X),(X),(X),(X),(X),284,77,0,10,2.8,3.9,5.3,5.6,17.6,10.8,10.2,8,27.5,18.1,20.1,20.9,6.3,5.6,8.8,6.4,1.4,2.4,59815,21068,73144,10946,(X),(X),50.4,(X),(X),(X),219,75,0,12.8,0,12.8,0.9,1.8,15.1,10.3,10.5,9.7,29.2,21.3,22.8,26.9,8.2,7.4,11.4,8.7,1.8,3.1,71563,43105,N,N,(X),(X),(X),(X),(X),(X),140,41,13.6,14.9,9.3,9.7,35.7,19,19.3,14.7,2.9,3.8,10,13.1,2.9,4.8,6.4,8.9,0,19.2,0,19.2,23800,5282,35034,11108,(X),(X),(X),(X),10.7,(X)
12871,ZCTA5 12871,1602,127,1.7,1.1,3,1.6,12.7,4.2,7.1,3.5,14.1,4.2,22.3,4.7,17.4,4.8,11.4,3.5,5.5,3.1,4.8,3.3,65104,8939,84488,17074,28.2,(X),(X),(X),(X),(X),1092,98,0.8,0.6,1.6,1.5,5.8,3.1,8.9,4.6,10.3,4,22.1,6,21.9,7,15.8,4.8,5.8,3.4,7.1,4.7,75417,7127,101169,24317,(X),(X),30.4,(X),(X),(X),793,95,0,3.7,0.4,0.5,3.8,3.1,5.3,5.3,5.2,2.7,22.1,7.4,26.2,9.2,19.4,6.3,7.9,4.7,9.7,6.4,84375,8142,N,N,(X),(X),(X),(X),(X),(X),510,117,4.1,3.3,5.9,3.5,27.5,10.2,8,4.7,21,10.5,19.4,6.5,7.8,5,1.4,1.3,4.9,6.3,0,5.7,38229,7923,46966,10120,(X),(X),(X),(X),22.9,(X)
12872,ZCTA5 12872,18,14,16.7,24.6,0,67.2,0,67.2,66.7,46.3,16.7,32.5,0,67.2,0,67.2,0,67.2,0,67.2,0,67.2,29167,2473,25433,6881,33.3,(X),(X),(X),(X),(X),15,16,20,35.3,0,73.6,0,73.6,80,35.3,0,73.6,0,73.6,0,73.6,0,73.6,0,73.6,0,73.6,28750,13719,23167,10067,(X),(X),20,(X),(X),(X),12,15,0,82.3,0,82.3,0,82.3,100,82.2,0,82.3,0,82.3,0,82.3,0,82.3,0,82.3,0,82.3,-,**,N,N,(X),(X),(X),(X),(X),(X),3,5,0,100,0,100,0,100,0,100,100,100,0,100,0,100,0,100,0,100,0,100,-,**,N,N,(X),(X),(X),(X),100,(X)
12873,ZCTA5 12873,323,57,5.9,4.5,3.4,4.2,15.5,6.5,9,5.9,18.9,9.3,18,9.7,17.3,6.5,9.6,5.7,1.2,2.2,1.2,1.7,49150,6074,57741,7313,27.2,(X),(X),(X),(X),(X),191,43,0,14.5,0,14.5,11,7.7,7.3,6.6,11,8.4,27.7,14.4,23.6,9.5,15.2,9.3,2.1,3.7,2.1,2.9,63594,12115,73818,10493,(X),(X),33,(X),(X),(X),173,41,0,15.9,0,15.9,8.1,6.6,5.2,5.9,10.4,9.1,30.6,15.7,24.3,10,16.8,9.9,2.3,4.1,2.3,3.2,64219,24546,N,N,(X),(X),(X),(X),(X),(X),132,44,14.4,11.2,8.3,10.1,22,12.7,11.4,10.3,30.3,18.4,3.8,5.2,8.3,8.4,1.5,2.6,0,20.2,0,20.2,29375,14777,34479,7985,(X),(X),(X),(X),18.9,(X)
12874,ZCTA5 12874,94,26,0,26.8,0,26.8,8.5,6.8,11.7,12.6,13.8,12.5,21.3,10.9,5.3,5.3,20.2,9.2,13.8,9,5.3,5,68500,20106,94929,22898,31.9,(X),(X),(X),(X),(X),63,21,0,35.6,0,35.6,12.7,10,14.3,17.3,0,35.6,22.2,16,7.9,7.6,14.3,10.1,20.6,12.8,7.9,7.6,85250,44091,106425,33228,(X),(X),39.7,(X),(X),(X),60,21,0,36.7,0,36.7,13.3,10.3,15,18.1,0,36.7,23.3,16.6,8.3,8,10,9.1,21.7,13.5,8.3,8,71250,33438,N,N,(X),(X),(X),(X),(X),(X),31,17,0,51.2,0,51.2,0,51.2,6.5,14.3,41.9,28.6,19.4,18,0,51.2,32.3,21.2,0,51.2,0,51.2,65417,44806,71568,15815,(X),(X),(X),(X),16.1,(X)
12878,ZCTA5 12878,294,45,3.4,2.4,8.2,5.6,13.3,5.6,9.9,3.6,14.6,6,26.2,6.2,9.9,5.9,12.9,5.5,0.7,1.3,1,1.4,50625,8235,56516,6340,30.6,(X),(X),(X),(X),(X),169,36,1.2,1.7,3,2.3,4.1,4.1,14.2,7.8,11.8,7.2,30.2,7.6,16,9.2,16.6,7,1.2,2.3,1.8,2.4,63125,6739,69211,7486,(X),(X),35.5,(X),(X),(X),129,31,1.6,2.2,2.3,3,5.4,5.1,6.2,5.5,15.5,9.3,29.5,9.4,20.9,11,14.7,7.7,1.6,2.9,2.3,3.1,65625,13840,N,N,(X),(X),(X),(X),(X),(X),125,34,6.4,5.4,16.8,11.9,25.6,12.5,7.2,7.1,18.4,11.2,20.8,11,0,21.1,4.8,4.7,0,21.1,0,21.1,26250,19180,35479,5796,(X),(X),(X),(X),22.4,(X)
12883,ZCTA5 12883,2050,201,8.1,5.1,6.2,3.5,12.7,5.3,8.6,4.6,11.6,4.5,17,5,20.7,6.2,10.1,4.1,3.8,2.8,1.1,1.3,53963,11842,68139,16385,31.8,(X),(X),(X),(X),(X),1332,106,7.9,5.9,2.2,2.4,11.3,6.6,3.8,3.3,5.7,4.6,21.2,7.2,27.9,8.6,13.4,5.9,5,4.1,1.7,1.9,69024,12750,83609,23958,(X),(X),36.9,(X),(X),(X),949,125,2.4,2.8,1.6,2.5,2.4,2.7,1.8,2.8,8,6.4,25.6,9.1,33,11.6,15.8,7.3,7,5.6,2.4,2.7,77934,5671,N,N,(X),(X),(X),(X),(X),(X),718,200,12.1,10.6,15.6,9.4,21.9,11.7,16,9.8,15.9,8.6,6.8,6.4,7.5,8.2,2.5,3.8,1.7,2.7,0,4.1,25114,5216,34707,8555,(X),(X),(X),(X),19.5,(X)
12884,ZCTA5 12884,127,35,4.7,6.6,0,20.9,15.7,13.5,19.7,11.7,2.4,3.1,22,11.4,18.9,12.6,12.6,10.4,3.9,4.2,0,20.9,55250,15726,61932,12633,16.5,(X),(X),(X),(X),(X),87,26,0,28.4,0,28.4,10.3,9.7,13.8,11.8,1.1,3.4,26.4,12.2,24.1,16.2,18.4,14.8,5.7,6,0,28.4,70625,27987,75799,12637,(X),(X),19.5,(X),(X),(X),64,22,0,35.3,0,35.3,0,35.3,17.2,16.9,1.6,4.7,31.3,17.1,32.8,20.5,12.5,8.9,4.7,8.1,0,35.3,77500,27112,N,N,(X),(X),(X),(X),(X),(X),40,23,15,20.5,0,45.1,40,36.2,20,25.5,5,8,17.5,21.7,2.5,10.7,0,45.1,0,45.1,0,45.1,19000,14480,27373,11998,(X),(X),(X),(X),5,(X)
12885,ZCTA5 12885,1905,160,4.7,3,9.1,3.7,11.4,4.4,11,5.1,15.7,4.6,19.8,6.2,12.5,4.2,10.3,3.8,0.5,0.8,4.9,3.4,48641,6435,63064,8008,35.8,(X),(X),(X),(X),(X),1099,116,0,2.7,2.9,2.7,12.5,6.4,7.9,4.2,16.8,6.5,19.6,8,20.5,6.7,12,4.2,0.8,1.3,7,5.7,62306,9150,75000,10458,(X),(X),33.7,(X),(X),(X),938,131,0,3.1,1.6,1.7,10,5.5,6.2,3.7,17.9,7.3,17.4,8,23.7,7.5,14.1,4.9,1,1.5,8.2,6.5,70429,14306,N,N,(X),(X),(X),(X),(X),(X),806,159,11.2,7,17.5,7.9,14.5,7,11.3,6.3,14.6,6.5,21.5,9,1.7,2.5,5.7,5.2,0,3.7,2,2.1,26937,8823,44756,11879,(X),(X),(X),(X),38.7,(X)
12886,ZCTA5 12886,94,46,5.3,8.6,9.6,13.4,17,24.4,0,26.8,0,26.8,24.5,23.9,0,26.8,43.6,27.9,0,26.8,0,26.8,-,**,67084,23094,33,(X),(X),(X),(X),(X),63,32,7.9,12.2,0,35.6,0,35.6,0,35.6,0,35.6,27,30.9,0,35.6,65.1,31.8,0,35.6,0,35.6,110489,34124,89214,21183,(X),(X),49.2,(X),(X),(X),63,32,7.9,12.2,0,35.6,0,35.6,0,35.6,0,35.6,27,30.9,0,35.6,65.1,31.8,0,35.6,0,35.6,110489,34124,N,N,(X),(X),(X),(X),(X),(X),31,31,0,51.2,29,43.9,51.6,51.6,0,51.2,0,51.2,19.4,32.2,0,51.2,0,51.2,0,51.2,0,51.2,16016,6774,22110,11541,(X),(X),(X),(X),0,(X)
12887,ZCTA5 12887,1989,107,7,2.6,5.4,2.3,15.7,3.6,8.9,2.5,15.1,4.1,25.1,5.3,12.5,4.3,6.5,2.6,3.2,1.9,0.6,0.6,45759,8590,53914,3972,33.3,(X),(X),(X),(X),(X),1283,82,4.8,2.6,1.2,1.5,16.2,4.6,4.3,1.8,18.2,6.4,22.9,6.3,18.5,6.6,9.2,3.6,4.2,2.9,0.5,0.6,55673,4999,61689,5088,(X),(X),32.5,(X),(X),(X),937,91,0.4,0.7,0.5,0.9,6,3.4,4.7,2.5,19.1,7.8,26.9,7.7,23.8,9,12.2,5,5.8,3.9,0.6,0.9,62917,10361,N,N,(X),(X),(X),(X),(X),(X),706,114,12.7,5.8,12.9,5.6,22.5,7.1,13.6,5.8,11.2,6.8,21.8,10.3,1.7,1.9,1.7,1.8,1,1.3,0.8,1.2,26300,6843,36157,5731,(X),(X),(X),(X),31.2,(X)
12901,ZCTA5 12901,13114,417,9.5,1.9,5.8,1.5,12.6,2,13.2,2,13.8,2,17.5,2.1,10.8,1.6,11.4,1.6,3.8,0.9,1.7,0.6,44763,3290,59443,2765,28.7,(X),(X),(X),(X),(X),7697,382,6,1.9,4.9,1.9,7.8,2.3,9.8,2.3,13.1,2.2,20.4,2.7,14.9,2.3,15.6,2.3,5,1.2,2.4,0.9,59576,3101,72421,3751,(X),(X),27.9,(X),(X),(X),5143,376,1.6,1.2,2.1,1.4,2.8,1,8.3,2.4,10.5,2.3,23.7,3.1,19.4,3.2,21.2,3.1,7.1,1.7,3.3,1.3,76480,4708,88602,4686,(X),(X),(X),(X),(X),(X),5417,384,18.3,4.1,9.3,2.7,18,3.5,17.1,3.5,12.9,3.5,13.6,4.1,4.4,1.8,4.9,1.9,1,0.5,0.6,0.6,27947,2979,37238,3330,(X),(X),(X),(X),28.2,(X)
12903,ZCTA5 12903,573,82,1.9,3.1,2.8,3.4,7.3,5.4,16.6,9.2,13.3,5.9,29.8,10.2,17.3,9.3,8,5.1,1.9,2.4,1,1.9,53449,4511,61554,7631,25.1,(X),(X),(X),(X),(X),248,65,4.4,7,0,11.4,1.6,2.8,14.1,9.8,10.1,9,28.2,13.3,21,15.7,18.1,10.9,0,11.4,2.4,4.2,60278,25169,74923,11742,(X),(X),21.8,(X),(X),(X),174,55,0,15.8,0,15.8,2.3,4.2,9.2,9.1,8.6,9,24.1,14.1,29.9,21.1,22.4,14.5,0,15.8,3.4,6.1,93500,24850,N,N,(X),(X),(X),(X),(X),(X),325,73,0,8.8,4.9,5.9,11.7,8.7,18.5,14.8,15.7,8.5,34.8,15.5,10.8,10.2,2.2,3.5,1.5,3,0,8.8,49219,15269,49643,7231,(X),(X),(X),(X),27.7,(X)
12910,ZCTA5 12910,640,83,5.3,3.7,8.1,4.5,9.1,4.5,15.3,7.2,13.3,6.6,18.3,6.1,13.1,6,13.3,6.2,3.6,3.3,0.6,1,46471,17244,63631,10782,30,(X),(X),(X),(X),(X),480,73,3.5,3.3,4.8,3.1,4.6,4.4,16.3,8.8,14.8,7.9,20.4,7.6,14,7.4,18.3,8,2.5,3,0.8,1.3,59792,9822,71747,12678,(X),(X),31.3,(X),(X),(X),376,70,3.2,3.5,0.8,1.3,5.9,5.5,13,8.2,13.6,8.9,22.3,7.9,14.4,8.4,22.6,10.3,3.2,3.7,1.1,1.7,64375,11376,N,N,(X),(X),(X),(X),(X),(X),160,50,10.6,9.9,26.3,12.5,14.4,10.4,12.5,9.6,8.8,7.7,15.6,12.8,6.9,7.5,0,17,5,8.5,0,17,19706,17788,36784,13585,(X),(X),(X),(X),26.3,(X)
12911,ZCTA5 12911,6,9,0,100,0,100,0,100,0,100,0,100,0,100,0,100,100,100,0,100,0,100,-,**,N,N,100,(X),(X),(X),(X),(X),6,9,0,100,0,100,0,100,0,100,0,100,0,100,0,100,100,100,0,100,0,100,-,**,N,N,(X),(X),100,(X),(X),(X),6,9,0,100,0,100,0,100,0,100,0,100,0,100,0,100,100,100,0,100,0,100,-,**,N,N,(X),(X),(X),(X),(X),(X),0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
12912,ZCTA5 12912,874,104,2.4,1.8,8,4.6,11.6,4.3,8.8,3.9,12.5,5.6,22.7,6.9,14.9,6,14.4,5.7,3.1,2.6,1.7,2.7,53375,4525,68061,12596,28.7,(X),(X),(X),(X),(X),531,102,1.3,1.4,0,5.5,5.8,4.5,7.9,5.1,14.1,7,24.1,7.8,19.8,9.2,19,7.9,5.1,4.2,2.8,4.5,67639,17425,86193,18712,(X),(X),27.1,(X),(X),(X),381,71,0,7.6,0,7.6,4.7,4.9,8.9,6.5,6.6,4,26.2,8.4,17.6,8.2,24.9,10.1,7.1,6,3.9,6.3,79583,18806,N,N,(X),(X),(X),(X),(X),(X),343,84,5,4.4,20.4,9.9,19.5,9.5,11.1,6.9,21.6,12.1,16,10.5,3.5,3.8,2.9,2.8,0,8.4,0,8.4,28950,8309,35045,4541,(X),(X),(X),(X),31.2,(X)
12913,ZCTA5 12913,522,68,5,2.3,5.4,4.3,6.5,4,9.2,4.7,19.2,6.1,18.2,6.7,17.4,5.8,11.5,5.8,5.2,3.8,2.5,2.6,55435,8895,70764,11927,32,(X),(X),(X),(X),(X),364,71,1.1,1.5,0,7.9,7.7,7.1,4.7,4.4,19.8,7.1,19.5,8.1,20.6,7.4,16.5,7.7,7.4,5.4,2.7,4.1,69643,13567,84808,16507,(X),(X),37.4,(X),(X),(X),298,63,1.3,1.9,0,9.6,5.4,6.4,5.7,5.4,11.4,6.7,20.1,9.5,25.2,8.4,18.5,8.8,9.1,6.6,3.4,5.1,82000,13664,N,N,(X),(X),(X),(X),(X),(X),158,35,13.9,7.1,17.7,12.6,8.9,6,19.6,13.2,14.6,9.2,15.2,10.3,8.2,6.4,0,17.2,0,17.2,1.9,2.9,26630,4332,35982,7838,(X),(X),(X),(X),19.6,(X)
12914,ZCTA5 12914,413,98,10.9,5.7,3.9,2.6,9.4,4.7,22.3,14.3,7.7,4.5,23.2,10.9,4.8,3.2,10.2,6,6.8,7.3,0.7,1.2,43250,19984,57692,10919,39,(X),(X),(X),(X),(X),301,100,8,5.9,2.7,3,5,3.9,26.9,18.8,9.3,5.8,26.9,15.1,6.6,4.7,12.6,8.6,1,1.3,1,1.7,46458,28727,57922,11069,(X),(X),42.2,(X),(X),(X),142,38,2.1,2.8,0,18.9,10.6,7.5,16.9,12,11.3,7.8,18.3,14,14.1,9.1,24.6,15.4,0,18.9,2.1,3.6,68750,20221,N,N,(X),(X),(X),(X),(X),(X),112,30,21.4,14.2,10.7,7.4,15.2,9.1,9.8,7.2,6.3,8.7,28.6,16.6,0,23.2,3.6,5.4,4.5,6.9,0,23.2,27778,12765,39427,10959,(X),(X),(X),(X),30.4,(X)
12916,ZCTA5 12916,851,131,12.9,5,2,1.4,12.8,5.1,2.8,2.2,13.2,4.6,19.4,5.7,16,6.2,11,5.8,4.1,3.6,5.8,5.9,57083,7596,78399,19386,47.5,(X),(X),(X),(X),(X),586,108,7.2,4.6,1.2,1.4,7.5,4,4.3,4.4,11.1,4.8,23.7,7.3,18.8,8.7,14.7,8.2,6,5.1,5.6,8.1,68542,11736,81955,18142,(X),(X),48.5,(X),(X),(X),483,106,3.5,3.3,1,1.5,4.8,4,1.7,2.2,10.8,5,23.6,8.3,22.8,10.8,17.8,9.7,7.2,6.1,6.8,9.8,82813,17481,N,N,(X),(X),(X),(X),(X),(X),265,82,30.9,12.5,4.5,3.9,21.5,11.9,5.3,5.5,16.2,9.9,6.8,4.7,8.7,8,0,10.7,0,10.7,6,8.8,20096,6771,64712,54456,(X),(X),(X),(X),43.8,(X)
12917,ZCTA5 12917,536,69,8.4,3.6,8.2,3.8,11.4,4.6,7.6,4,11.9,4.8,25,5.7,12.1,5.1,11.8,5,0.9,1,2.6,2.9,51711,8491,62307,10748,40.5,(X),(X),(X),(X),(X),316,49,2.5,3,1.6,2,7.9,4.5,6.3,3.1,17.7,7.1,27.2,7.4,15.2,6.3,15.5,7.5,1.6,1.7,4.4,4.8,61957,3607,78466,15853,(X),(X),45.9,(X),(X),(X),254,44,0,11.1,1.2,2.8,6.3,4.2,4.7,3.3,13.4,5.5,29.9,8.7,17.7,7.8,19.3,8.8,2,2.1,5.5,6,68333,10984,N,N,(X),(X),(X),(X),(X),(X),220,56,18.2,7.9,17.7,8.1,15.5,8.5,9.1,8.3,7.7,7.3,19.5,10.3,6.4,6.3,5.9,6.8,0,12.7,0,12.7,23750,16697,36815,9106,(X),(X),(X),(X),32.7,(X)
12918,ZCTA5 12918,913,126,1,1.6,3.9,4.3,6.5,4.8,10.8,6.9,11.5,5.8,31.5,11.2,9.4,5.2,23.7,10.1,0,3.2,1.6,2.5,58505,4028,69153,8694,44.8,(X),(X),(X),(X),(X),673,133,0,4.4,0,4.4,4.6,5,4.3,4.9,10.1,6.5,38.3,13.7,11.7,7,28.7,12.5,0,4.4,2.2,3.4,64596,11749,78659,9357,(X),(X),44.3,(X),(X),(X),556,123,0,5.2,0,5.2,3.4,5.1,2.5,4,7.7,6.2,34.7,12.7,14.2,8.4,34.7,15.2,0,5.2,2.7,4.1,77045,21790,N,N,(X),(X),(X),(X),(X),(X),240,89,3.8,6.2,15,15.1,11.7,11.4,29.2,18.1,15.4,12.8,12.5,11.8,2.9,4.5,9.6,14.4,0,11.7,0,11.7,31111,9304,42495,16808,(X),(X),(X),(X),46.3,(X)
12919,ZCTA5 12919,1275,117,5.5,3,14.7,5.9,14.9,7.3,15.7,8.7,9.4,3.8,14.5,7.1,15.8,7,5.7,3.2,3.8,2.6,0,2.3,32392,14906,49077,5980,30.4,(X),(X),(X),(X),(X),834,117,4.4,3.8,12.9,8.6,9.5,6.3,16.7,12.9,8.9,5.7,12.8,9,21,9.7,7.9,5,5.9,4.1,0,3.5,46406,23333,57341,8767,(X),(X),36.8,(X),(X),(X),609,133,2.8,3.2,15.4,11.2,11,7.7,3,2.9,8.5,6.6,14.9,11.8,26.1,11.8,10.8,6.8,7.4,5.5,0,4.8,62199,17526,N,N,(X),(X),(X),(X),(X),(X),441,129,9.8,6,17.9,9.9,25.2,13.2,14.7,9.5,10,5.4,17.7,9.6,3.2,2.6,1.6,1.8,0,6.6,0,6.6,22043,8907,30550,4646,(X),(X),(X),(X),18.4,(X)
12920,ZCTA5 12920,1056,103,8.7,3.4,5.9,2.4,17,5.1,8,2.9,9,2.9,20.1,4.8,11.1,2.8,15.9,4.2,1.6,1.6,2.7,1.6,51250,6197,67897,11106,43.1,(X),(X),(X),(X),(X),709,96,6.8,3.6,3,1.9,13.5,5.5,5.5,3.4,8.6,3.8,24.3,6.4,13,3.7,19.9,5.8,2.4,2.3,3.1,2,61736,9677,80452,15476,(X),(X),42.3,(X),(X),(X),559,81,1.8,1.6,2.9,2.5,7.5,4.4,4.5,2.7,8.6,4.1,27.9,7.3,15.7,4.8,24.2,6.7,3,3,3.9,2.5,72443,5873,N,N,(X),(X),(X),(X),(X),(X),347,76,17.3,7.8,11.5,6.1,25.9,9.8,8.6,4.6,11,5.9,11.5,7.7,4.6,3.3,7.8,5.6,0,8.3,1.7,1.9,23625,2956,39112,6586,(X),(X),(X),(X),41.8,(X)
12921,ZCTA5 12921,983,134,2.2,2.4,4,3.4,5.7,3,6.1,5.5,16.3,7.4,23.2,8,16.7,7.9,10,4.7,9.2,7.3,6.7,4.2,70158,11233,83315,11740,36.3,(X),(X),(X),(X),(X),759,128,2.9,3.1,1.1,1.6,6.2,5.6,2,2.3,16.7,8.6,22.7,9.7,18.2,9.3,15.7,8.7,8.3,4.9,6.3,4.2,72342,11840,91127,12912,(X),(X),36,(X),(X),(X),473,95,4.7,5,0,6.1,3.2,3.4,1.5,2.3,10.6,7.4,27.7,11.3,17.1,10.3,15.6,7.6,9.5,6,10.1,6.5,83958,20402,N,N,(X),(X),(X),(X),(X),(X),224,87,0,12.5,17.4,15.3,11.6,10.3,20.1,22.6,7.6,8.2,21,15.7,17.9,19.1,4.5,6.7,0,12.5,0,12.5,35625,29939,45791,11911,(X),(X),(X),(X),26.3,(X)
12922,ZCTA5 12922,23,17,0,59.4,17.4,25.2,0,59.4,4.3,15.5,0,59.4,65.2,37.5,4.3,18,8.7,13.7,0,59.4,0,59.4,53906,2565,55230,18133,39.1,(X),(X),(X),(X),(X),11,7,0,85.9,0,85.9,0,85.9,9.1,31.8,0,85.9,63.6,56.2,9.1,35.4,18.2,24.8,0,85.9,0,85.9,62917,20411,71064,23315,(X),(X),9.1,(X),(X),(X),7,7,0,100,0,100,0,100,14.3,43.9,0,100,42.9,57.1,14.3,47.2,28.6,34.7,0,100,0,100,64583,54097,N,N,(X),(X),(X),(X),(X),(X),12,15,0,82.3,33.3,43,0,82.3,0,82.3,0,82.3,66.7,43,0,82.3,0,82.3,0,82.3,0,82.3,-,**,N,N,(X),(X),(X),(X),66.7,(X)
12923,ZCTA5 12923,244,44,9.8,5.4,6.1,3.3,19.7,7.9,12.3,7.1,11.5,5.5,11.9,6,13.1,6.7,9.8,5.1,3.3,2.2,2.5,2.4,40227,14454,56837,9688,48,(X),(X),(X),(X),(X),167,31,7.2,6.3,4.2,3.9,8.4,7.6,10.8,6.6,11.4,7.1,16.2,8.1,19.2,8.8,14.4,7.7,4.8,3.2,3.6,3.4,60938,13408,73119,13280,(X),(X),46.7,(X),(X),(X),136,28,1.5,3.8,4.4,4,8.1,9.1,8.8,5.1,13.2,7.8,16.9,9.5,22.1,10.5,14.7,8.8,5.9,4,4.4,4.3,66389,22550,N,N,(X),(X),(X),(X),(X),(X),77,27,18.2,11,11.7,9.5,41.6,16.8,14.3,15.7,11.7,8.1,2.6,3.6,0,31.1,0,31.1,0,31.1,0,31.1,18750,1676,20719,2948,(X),(X),(X),(X),50.6,(X)
12924,ZCTA5 12924,50,26,0,40.3,0,40.3,0,40.3,26,29.7,20,29.3,18,27,18,29.9,18,25.4,0,40.3,0,40.3,50556,50150,57716,21634,18,(X),(X),(X),(X),(X),32,22,0,50.4,0,50.4,0,50.4,40.6,41.5,59.4,41.5,0,50.4,0,50.4,0,50.4,0,50.4,0,50.4,38250,16442,35269,5970,(X),(X),0,(X),(X),(X),10,14,0,90.1,0,90.1,0,90.1,0,90.1,100,90.1,0,90.1,0,90.1,0,90.1,0,90.1,0,90.1,-,**,N,N,(X),(X),(X),(X),(X),(X),18,19,0,67.2,0,67.2,0,67.2,0,67.2,0,67.2,50,50,0,67.2,50,50,0,67.2,0,67.2,-,**,N,N,(X),(X),(X),(X),50,(X)
12926,ZCTA5 12926,862,72,5.9,2.9,7.3,2.6,10.7,3.4,11.8,3.6,14.6,3.4,20.3,4.1,11.1,3.2,12.6,4,2.2,1.2,3.4,2.9,49741,5441,62368,6323,40.4,(X),(X),(X),(X),(X),580,60,2.2,2.4,1.7,1.9,5.9,2.5,13.1,4.5,18.8,5.6,23.6,5,10.2,3.4,17.2,5.5,2.9,1.6,4.3,4.1,57391,7328,72426,7703,(X),(X),39.8,(X),(X),(X),470,57,2.8,2.9,2.1,2.3,4,2,9.6,4.3,17.9,5.1,23.4,5.2,11.3,3.7,20,6.7,3.6,2,5.3,5,66071,8703,N,N,(X),(X),(X),(X),(X),(X),282,61,13.5,6.1,18.8,8,22.3,9.9,15.2,8.7,9.6,5.9,10.3,7.3,6.7,4.2,1.4,1.9,0.7,1.5,1.4,1.9,22500,5426,35532,6869,(X),(X),(X),(X),36.5,(X)
